Date,CPI
2015-06-02,237.657
2015-06-03,237.657
2015-06-04,237.657
2015-06-05,237.657
2015-06-06,237.657
2015-06-07,237.657
2015-06-08,237.657
2015-06-09,237.657
2015-06-10,237.657
2015-06-11,237.657
2015-06-12,237.657
2015-06-13,237.657
2015-06-14,237.657
2015-06-15,237.657
2015-06-16,237.657
2015-06-17,237.657
2015-06-18,237.657
2015-06-19,237.657
2015-06-20,237.657
2015-06-21,237.657
2015-06-22,237.657
2015-06-23,237.657
2015-06-24,237.657
2015-06-25,237.657
2015-06-26,237.657
2015-06-27,237.657
2015-06-28,237.657
2015-06-29,237.657
2015-06-30,237.657
2015-07-01,238.034
2015-07-02,238.034
2015-07-03,238.034
2015-07-04,238.034
2015-07-05,238.034
2015-07-06,238.034
2015-07-07,238.034
2015-07-08,238.034
2015-07-09,238.034
2015-07-10,238.034
2015-07-11,238.034
2015-07-12,238.034
2015-07-13,238.034
2015-07-14,238.034
2015-07-15,238.034
2015-07-16,238.034
2015-07-17,238.034
2015-07-18,238.034
2015-07-19,238.034
2015-07-20,238.034
2015-07-21,238.034
2015-07-22,238.034
2015-07-23,238.034
2015-07-24,238.034
2015-07-25,238.034
2015-07-26,238.034
2015-07-27,238.034
2015-07-28,238.034
2015-07-29,238.034
2015-07-30,238.034
2015-07-31,238.034
2015-08-01,238.033
2015-08-02,238.033
2015-08-03,238.033
2015-08-04,238.033
2015-08-05,238.033
2015-08-06,238.033
2015-08-07,238.033
2015-08-08,238.033
2015-08-09,238.033
2015-08-10,238.033
2015-08-11,238.033
2015-08-12,238.033
2015-08-13,238.033
2015-08-14,238.033
2015-08-15,238.033
2015-08-16,238.033
2015-08-17,238.033
2015-08-18,238.033
2015-08-19,238.033
2015-08-20,238.033
2015-08-21,238.033
2015-08-22,238.033
2015-08-23,238.033
2015-08-24,238.033
2015-08-25,238.033
2015-08-26,238.033
2015-08-27,238.033
2015-08-28,238.033
2015-08-29,238.033
2015-08-30,238.033
2015-08-31,238.033
2015-09-01,237.498
2015-09-02,237.498
2015-09-03,237.498
2015-09-04,237.498
2015-09-05,237.498
2015-09-06,237.498
2015-09-07,237.498
2015-09-08,237.498
2015-09-09,237.498
2015-09-10,237.498
2015-09-11,237.498
2015-09-12,237.498
2015-09-13,237.498
2015-09-14,237.498
2015-09-15,237.498
2015-09-16,237.498
2015-09-17,237.498
2015-09-18,237.498
2015-09-19,237.498
2015-09-20,237.498
2015-09-21,237.498
2015-09-22,237.498
2015-09-23,237.498
2015-09-24,237.498
2015-09-25,237.498
2015-09-26,237.498
2015-09-27,237.498
2015-09-28,237.498
2015-09-29,237.498
2015-09-30,237.498
2015-10-01,237.733
2015-10-02,237.733
2015-10-03,237.733
2015-10-04,237.733
2015-10-05,237.733
2015-10-06,237.733
2015-10-07,237.733
2015-10-08,237.733
2015-10-09,237.733
2015-10-10,237.733
2015-10-11,237.733
2015-10-12,237.733
2015-10-13,237.733
2015-10-14,237.733
2015-10-15,237.733
2015-10-16,237.733
2015-10-17,237.733
2015-10-18,237.733
2015-10-19,237.733
2015-10-20,237.733
2015-10-21,237.733
2015-10-22,237.733
2015-10-23,237.733
2015-10-24,237.733
2015-10-25,237.733
2015-10-26,237.733
2015-10-27,237.733
2015-10-28,237.733
2015-10-29,237.733
2015-10-30,237.733
2015-10-31,237.733
2015-11-01,238.017
2015-11-02,238.017
2015-11-03,238.017
2015-11-04,238.017
2015-11-05,238.017
2015-11-06,238.017
2015-11-07,238.017
2015-11-08,238.017
2015-11-09,238.017
2015-11-10,238.017
2015-11-11,238.017
2015-11-12,238.017
2015-11-13,238.017
2015-11-14,238.017
2015-11-15,238.017
2015-11-16,238.017
2015-11-17,238.017
2015-11-18,238.017
2015-11-19,238.017
2015-11-20,238.017
2015-11-21,238.017
2015-11-22,238.017
2015-11-23,238.017
2015-11-24,238.017
2015-11-25,238.017
2015-11-26,238.017
2015-11-27,238.017
2015-11-28,238.017
2015-11-29,238.017
2015-11-30,238.017
2015-12-01,237.761
2015-12-02,237.761
2015-12-03,237.761
2015-12-04,237.761
2015-12-05,237.761
2015-12-06,237.761
2015-12-07,237.761
2015-12-08,237.761
2015-12-09,237.761
2015-12-10,237.761
2015-12-11,237.761
2015-12-12,237.761
2015-12-13,237.761
2015-12-14,237.761
2015-12-15,237.761
2015-12-16,237.761
2015-12-17,237.761
2015-12-18,237.761
2015-12-19,237.761
2015-12-20,237.761
2015-12-21,237.761
2015-12-22,237.761
2015-12-23,237.761
2015-12-24,237.761
2015-12-25,237.761
2015-12-26,237.761
2015-12-27,237.761
2015-12-28,237.761
2015-12-29,237.761
2015-12-30,237.761
2015-12-31,237.761
2016-01-01,237.652
2016-01-02,237.652
2016-01-03,237.652
2016-01-04,237.652
2016-01-05,237.652
2016-01-06,237.652
2016-01-07,237.652
2016-01-08,237.652
2016-01-09,237.652
2016-01-10,237.652
2016-01-11,237.652
2016-01-12,237.652
2016-01-13,237.652
2016-01-14,237.652
2016-01-15,237.652
2016-01-16,237.652
2016-01-17,237.652
2016-01-18,237.652
2016-01-19,237.652
2016-01-20,237.652
2016-01-21,237.652
2016-01-22,237.652
2016-01-23,237.652
2016-01-24,237.652
2016-01-25,237.652
2016-01-26,237.652
2016-01-27,237.652
2016-01-28,237.652
2016-01-29,237.652
2016-01-30,237.652
2016-01-31,237.652
2016-02-01,237.336
2016-02-02,237.336
2016-02-03,237.336
2016-02-04,237.336
2016-02-05,237.336
2016-02-06,237.336
2016-02-07,237.336
2016-02-08,237.336
2016-02-09,237.336
2016-02-10,237.336
2016-02-11,237.336
2016-02-12,237.336
2016-02-13,237.336
2016-02-14,237.336
2016-02-15,237.336
2016-02-16,237.336
2016-02-17,237.336
2016-02-18,237.336
2016-02-19,237.336
2016-02-20,237.336
2016-02-21,237.336
2016-02-22,237.336
2016-02-23,237.336
2016-02-24,237.336
2016-02-25,237.336
2016-02-26,237.336
2016-02-27,237.336
2016-02-28,237.336
2016-02-29,237.336
2016-03-01,238.08
2016-03-02,238.08
2016-03-03,238.08
2016-03-04,238.08
2016-03-05,238.08
2016-03-06,238.08
2016-03-07,238.08
2016-03-08,238.08
2016-03-09,238.08
2016-03-10,238.08
2016-03-11,238.08
2016-03-12,238.08
2016-03-13,238.08
2016-03-14,238.08
2016-03-15,238.08
2016-03-16,238.08
2016-03-17,238.08
2016-03-18,238.08
2016-03-19,238.08
2016-03-20,238.08
2016-03-21,238.08
2016-03-22,238.08
2016-03-23,238.08
2016-03-24,238.08
2016-03-25,238.08
2016-03-26,238.08
2016-03-27,238.08
2016-03-28,238.08
2016-03-29,238.08
2016-03-30,238.08
2016-03-31,238.08
2016-04-01,238.992
2016-04-02,238.992
2016-04-03,238.992
2016-04-04,238.992
2016-04-05,238.992
2016-04-06,238.992
2016-04-07,238.992
2016-04-08,238.992
2016-04-09,238.992
2016-04-10,238.992
2016-04-11,238.992
2016-04-12,238.992
2016-04-13,238.992
2016-04-14,238.992
2016-04-15,238.992
2016-04-16,238.992
2016-04-17,238.992
2016-04-18,238.992
2016-04-19,238.992
2016-04-20,238.992
2016-04-21,238.992
2016-04-22,238.992
2016-04-23,238.992
2016-04-24,238.992
2016-04-25,238.992
2016-04-26,238.992
2016-04-27,238.992
2016-04-28,238.992
2016-04-29,238.992
2016-04-30,238.992
2016-05-01,239.557
2016-05-02,239.557
2016-05-03,239.557
2016-05-04,239.557
2016-05-05,239.557
2016-05-06,239.557
2016-05-07,239.557
2016-05-08,239.557
2016-05-09,239.557
2016-05-10,239.557
2016-05-11,239.557
2016-05-12,239.557
2016-05-13,239.557
2016-05-14,239.557
2016-05-15,239.557
2016-05-16,239.557
2016-05-17,239.557
2016-05-18,239.557
2016-05-19,239.557
2016-05-20,239.557
2016-05-21,239.557
2016-05-22,239.557
2016-05-23,239.557
2016-05-24,239.557
2016-05-25,239.557
2016-05-26,239.557
2016-05-27,239.557
2016-05-28,239.557
2016-05-29,239.557
2016-05-30,239.557
2016-05-31,239.557
2016-06-01,240.222
2016-06-02,240.222
2016-06-03,240.222
2016-06-04,240.222
2016-06-05,240.222
2016-06-06,240.222
2016-06-07,240.222
2016-06-08,240.222
2016-06-09,240.222
2016-06-10,240.222
2016-06-11,240.222
2016-06-12,240.222
2016-06-13,240.222
2016-06-14,240.222
2016-06-15,240.222
2016-06-16,240.222
2016-06-17,240.222
2016-06-18,240.222
2016-06-19,240.222
2016-06-20,240.222
2016-06-21,240.222
2016-06-22,240.222
2016-06-23,240.222
2016-06-24,240.222
2016-06-25,240.222
2016-06-26,240.222
2016-06-27,240.222
2016-06-28,240.222
2016-06-29,240.222
2016-06-30,240.222
2016-07-01,240.101
2016-07-02,240.101
2016-07-03,240.101
2016-07-04,240.101
2016-07-05,240.101
2016-07-06,240.101
2016-07-07,240.101
2016-07-08,240.101
2016-07-09,240.101
2016-07-10,240.101
2016-07-11,240.101
2016-07-12,240.101
2016-07-13,240.101
2016-07-14,240.101
2016-07-15,240.101
2016-07-16,240.101
2016-07-17,240.101
2016-07-18,240.101
2016-07-19,240.101
2016-07-20,240.101
2016-07-21,240.101
2016-07-22,240.101
2016-07-23,240.101
2016-07-24,240.101
2016-07-25,240.101
2016-07-26,240.101
2016-07-27,240.101
2016-07-28,240.101
2016-07-29,240.101
2016-07-30,240.101
2016-07-31,240.101
2016-08-01,240.545
2016-08-02,240.545
2016-08-03,240.545
2016-08-04,240.545
2016-08-05,240.545
2016-08-06,240.545
2016-08-07,240.545
2016-08-08,240.545
2016-08-09,240.545
2016-08-10,240.545
2016-08-11,240.545
2016-08-12,240.545
2016-08-13,240.545
2016-08-14,240.545
2016-08-15,240.545
2016-08-16,240.545
2016-08-17,240.545
2016-08-18,240.545
2016-08-19,240.545
2016-08-20,240.545
2016-08-21,240.545
2016-08-22,240.545
2016-08-23,240.545
2016-08-24,240.545
2016-08-25,240.545
2016-08-26,240.545
2016-08-27,240.545
2016-08-28,240.545
2016-08-29,240.545
2016-08-30,240.545
2016-08-31,240.545
2016-09-01,241.176
2016-09-02,241.176
2016-09-03,241.176
2016-09-04,241.176
2016-09-05,241.176
2016-09-06,241.176
2016-09-07,241.176
2016-09-08,241.176
2016-09-09,241.176
2016-09-10,241.176
2016-09-11,241.176
2016-09-12,241.176
2016-09-13,241.176
2016-09-14,241.176
2016-09-15,241.176
2016-09-16,241.176
2016-09-17,241.176
2016-09-18,241.176
2016-09-19,241.176
2016-09-20,241.176
2016-09-21,241.176
2016-09-22,241.176
2016-09-23,241.176
2016-09-24,241.176
2016-09-25,241.176
2016-09-26,241.176
2016-09-27,241.176
2016-09-28,241.176
2016-09-29,241.176
2016-09-30,241.176
2016-10-01,241.741
2016-10-02,241.741
2016-10-03,241.741
2016-10-04,241.741
2016-10-05,241.741
2016-10-06,241.741
2016-10-07,241.741
2016-10-08,241.741
2016-10-09,241.741
2016-10-10,241.741
2016-10-11,241.741
2016-10-12,241.741
2016-10-13,241.741
2016-10-14,241.741
2016-10-15,241.741
2016-10-16,241.741
2016-10-17,241.741
2016-10-18,241.741
2016-10-19,241.741
2016-10-20,241.741
2016-10-21,241.741
2016-10-22,241.741
2016-10-23,241.741
2016-10-24,241.741
2016-10-25,241.741
2016-10-26,241.741
2016-10-27,241.741
2016-10-28,241.741
2016-10-29,241.741
2016-10-30,241.741
2016-10-31,241.741
2016-11-01,242.026
2016-11-02,242.026
2016-11-03,242.026
2016-11-04,242.026
2016-11-05,242.026
2016-11-06,242.026
2016-11-07,242.026
2016-11-08,242.026
2016-11-09,242.026
2016-11-10,242.026
2016-11-11,242.026
2016-11-12,242.026
2016-11-13,242.026
2016-11-14,242.026
2016-11-15,242.026
2016-11-16,242.026
2016-11-17,242.026
2016-11-18,242.026
2016-11-19,242.026
2016-11-20,242.026
2016-11-21,242.026
2016-11-22,242.026
2016-11-23,242.026
2016-11-24,242.026
2016-11-25,242.026
2016-11-26,242.026
2016-11-27,242.026
2016-11-28,242.026
2016-11-29,242.026
2016-11-30,242.026
2016-12-01,242.637
2016-12-02,242.637
2016-12-03,242.637
2016-12-04,242.637
2016-12-05,242.637
2016-12-06,242.637
2016-12-07,242.637
2016-12-08,242.637
2016-12-09,242.637
2016-12-10,242.637
2016-12-11,242.637
2016-12-12,242.637
2016-12-13,242.637
2016-12-14,242.637
2016-12-15,242.637
2016-12-16,242.637
2016-12-17,242.637
2016-12-18,242.637
2016-12-19,242.637
2016-12-20,242.637
2016-12-21,242.637
2016-12-22,242.637
2016-12-23,242.637
2016-12-24,242.637
2016-12-25,242.637
2016-12-26,242.637
2016-12-27,242.637
2016-12-28,242.637
2016-12-29,242.637
2016-12-30,242.637
2016-12-31,242.637
2017-01-01,243.618
2017-01-02,243.618
2017-01-03,243.618
2017-01-04,243.618
2017-01-05,243.618
2017-01-06,243.618
2017-01-07,243.618
2017-01-08,243.618
2017-01-09,243.618
2017-01-10,243.618
2017-01-11,243.618
2017-01-12,243.618
2017-01-13,243.618
2017-01-14,243.618
2017-01-15,243.618
2017-01-16,243.618
2017-01-17,243.618
2017-01-18,243.618
2017-01-19,243.618
2017-01-20,243.618
2017-01-21,243.618
2017-01-22,243.618
2017-01-23,243.618
2017-01-24,243.618
2017-01-25,243.618
2017-01-26,243.618
2017-01-27,243.618
2017-01-28,243.618
2017-01-29,243.618
2017-01-30,243.618
2017-01-31,243.618
2017-02-01,244.006
2017-02-02,244.006
2017-02-03,244.006
2017-02-04,244.006
2017-02-05,244.006
2017-02-06,244.006
2017-02-07,244.006
2017-02-08,244.006
2017-02-09,244.006
2017-02-10,244.006
2017-02-11,244.006
2017-02-12,244.006
2017-02-13,244.006
2017-02-14,244.006
2017-02-15,244.006
2017-02-16,244.006
2017-02-17,244.006
2017-02-18,244.006
2017-02-19,244.006
2017-02-20,244.006
2017-02-21,244.006
2017-02-22,244.006
